head	relation	tail	head_cui	tail_cui	source
Entity626	expressed_in	Entity8192	C1006264	C1006265	synthetic
Entity626	belongs_to_pathway	Entity3116	C1006266	C1006267	synthetic
Entity626	correlated_with	Entity7921	C1006268	C1006269	synthetic
Entity627	belongs_to_pathway	Entity5084	C1006270	C1006271	synthetic
Entity627	interacts_with	Entity2347	C1006272	C1006273	synthetic
Entity627	expressed_in	Entity8456	C1006274	C1006275	synthetic
Entity627	causes	Entity3361	C1006276	C1006277	synthetic
Entity627	located_in	Entity7526	C1006278	C1006279	synthetic
Entity628	interacts_with	Entity8558	C1006280	C1006281	synthetic
Entity628	regulates	Entity67	C1006282	C1006283	synthetic
Entity628	part_of	Entity721	C1006284	C1006285	synthetic
Entity628	belongs_to_pathway	Entity1426	C1006286	C1006287	synthetic
Entity628	causes	Entity7649	C1006288	C1006289	synthetic
Entity629	correlated_with	Entity1689	C1006290	C1006291	synthetic
Entity629	associated_with	Entity5119	C1006292	C1006293	synthetic
Entity629	regulates	Entity9462	C1006294	C1006295	synthetic
Entity629	belongs_to_pathway	Entity3438	C1006296	C1006297	synthetic
Entity629	inhibits	Entity3285	C1006298	C1006299	synthetic
Entity630	binds_to	Entity4695	C1006300	C1006301	synthetic
Entity630	belongs_to_pathway	Entity8720	C1006302	C1006303	synthetic
Entity630	interacts_with	Entity7227	C1006304	C1006305	synthetic
Entity630	expressed_in	Entity4467	C1006306	C1006307	synthetic
Entity630	binds_to	Entity2580	C1006308	C1006309	synthetic
Entity631	associated_with	Entity1875	C1006310	C1006311	synthetic
Entity631	correlated_with	Entity9168	C1006312	C1006313	synthetic
Entity631	inhibits	Entity1677	C1006314	C1006315	synthetic
Entity631	has_phenotype	Entity8888	C1006316	C1006317	synthetic
Entity631	belongs_to_pathway	Entity9000	C1006318	C1006319	synthetic
Entity632	expressed_in	Entity4440	C1006320	C1006321	synthetic
Entity632	follows	Entity4641	C1006322	C1006323	synthetic
Entity632	mutated_in	Entity4011	C1006324	C1006325	synthetic
Entity632	regulates	Entity1167	C1006326	C1006327	synthetic
Entity632	precedes	Entity5549	C1006328	C1006329	synthetic
Entity633	causes	Entity7268	C1006330	C1006331	synthetic
Entity633	associated_with	Entity2131	C1006332	C1006333	synthetic
Entity633	causes	Entity7712	C1006334	C1006335	synthetic
Entity633	located_in	Entity1735	C1006336	C1006337	synthetic
Entity633	treats	Entity881	C1006338	C1006339	synthetic
Entity634	located_in	Entity6987	C1006340	C1006341	synthetic
Entity634	part_of	Entity2932	C1006342	C1006343	synthetic
Entity634	similar_to	Entity9711	C1006344	C1006345	synthetic
Entity634	regulates	Entity5826	C1006346	C1006347	synthetic
Entity634	inhibits	Entity5444	C1006348	C1006349	synthetic
Entity635	treats	Entity8740	C1006350	C1006351	synthetic
Entity635	follows	Entity7629	C1006352	C1006353	synthetic
Entity635	treats	Entity2159	C1006354	C1006355	synthetic
Entity635	interacts_with	Entity7672	C1006356	C1006357	synthetic
Entity635	regulates	Entity7464	C1006358	C1006359	synthetic
Entity636	co_occurs_with	Entity7625	C1006360	C1006361	synthetic
Entity636	activates	Entity3796	C1006362	C1006363	synthetic
Entity636	part_of	Entity2354	C1006364	C1006365	synthetic
Entity636	has_phenotype	Entity4227	C1006366	C1006367	synthetic
Entity636	mutated_in	Entity6423	C1006368	C1006369	synthetic
Entity637	belongs_to_pathway	Entity5412	C1006370	C1006371	synthetic
Entity637	co_occurs_with	Entity7426	C1006372	C1006373	synthetic
Entity637	treats	Entity495	C1006374	C1006375	synthetic
Entity637	interacts_with	Entity7787	C1006376	C1006377	synthetic
Entity637	co_occurs_with	Entity5758	C1006378	C1006379	synthetic
Entity638	mutated_in	Entity7556	C1006380	C1006381	synthetic
Entity638	has_phenotype	Entity4624	C1006382	C1006383	synthetic
Entity638	follows	Entity9903	C1006384	C1006385	synthetic
Entity638	correlated_with	Entity2087	C1006386	C1006387	synthetic
Entity638	located_in	Entity1686	C1006388	C1006389	synthetic
Entity639	belongs_to_pathway	Entity1752	C1006390	C1006391	synthetic
Entity639	treats	Entity9111	C1006392	C1006393	synthetic
Entity639	precedes	Entity4949	C1006394	C1006395	synthetic
Entity639	located_in	Entity7552	C1006396	C1006397	synthetic
Entity639	derived_from	Entity9675	C1006398	C1006399	synthetic
Entity640	part_of	Entity3908	C1006400	C1006401	synthetic
Entity640	precedes	Entity3992	C1006402	C1006403	synthetic
Entity640	co_occurs_with	Entity2605	C1006404	C1006405	synthetic
Entity640	treats	Entity6288	C1006406	C1006407	synthetic
Entity640	inhibits	Entity5582	C1006408	C1006409	synthetic
Entity641	derived_from	Entity9682	C1006410	C1006411	synthetic
Entity641	follows	Entity7132	C1006412	C1006413	synthetic
Entity641	precedes	Entity5606	C1006414	C1006415	synthetic
Entity641	mutated_in	Entity3869	C1006416	C1006417	synthetic
Entity641	follows	Entity1276	C1006418	C1006419	synthetic
Entity642	interacts_with	Entity7972	C1006420	C1006421	synthetic
Entity642	part_of	Entity9702	C1006422	C1006423	synthetic
Entity642	belongs_to_pathway	Entity7584	C1006424	C1006425	synthetic
Entity642	interacts_with	Entity9094	C1006426	C1006427	synthetic
Entity642	mutated_in	Entity7294	C1006428	C1006429	synthetic
Entity643	located_in	Entity5046	C1006430	C1006431	synthetic
Entity643	part_of	Entity1140	C1006432	C1006433	synthetic
Entity643	part_of	Entity1781	C1006434	C1006435	synthetic
Entity643	belongs_to_pathway	Entity6208	C1006436	C1006437	synthetic
Entity643	causes	Entity8098	C1006438	C1006439	synthetic
Entity644	inhibits	Entity1483	C1006440	C1006441	synthetic
Entity644	follows	Entity2276	C1006442	C1006443	synthetic
Entity644	expressed_in	Entity3	C1006444	C1006445	synthetic
Entity644	similar_to	Entity2444	C1006446	C1006447	synthetic
Entity644	regulates	Entity8704	C1006448	C1006449	synthetic
Entity645	part_of	Entity6389	C1006450	C1006451	synthetic
Entity645	similar_to	Entity9468	C1006452	C1006453	synthetic
Entity645	inhibits	Entity3205	C1006454	C1006455	synthetic
Entity645	regulates	Entity5187	C1006456	C1006457	synthetic
Entity645	regulates	Entity9343	C1006458	C1006459	synthetic
Entity646	has_phenotype	Entity7122	C1006460	C1006461	synthetic
Entity646	follows	Entity1462	C1006462	C1006463	synthetic
Entity646	part_of	Entity133	C1006464	C1006465	synthetic
Entity646	located_in	Entity8362	C1006466	C1006467	synthetic
Entity646	regulates	Entity2089	C1006468	C1006469	synthetic
Entity647	has_phenotype	Entity1022	C1006470	C1006471	synthetic
Entity647	causes	Entity8992	C1006472	C1006473	synthetic
Entity647	precedes	Entity13	C1006474	C1006475	synthetic
Entity647	interacts_with	Entity5885	C1006476	C1006477	synthetic
Entity647	associated_with	Entity4623	C1006478	C1006479	synthetic
Entity648	derived_from	Entity3854	C1006480	C1006481	synthetic
Entity648	located_in	Entity9669	C1006482	C1006483	synthetic
Entity648	located_in	Entity5212	C1006484	C1006485	synthetic
Entity648	located_in	Entity6652	C1006486	C1006487	synthetic
Entity648	precedes	Entity7130	C1006488	C1006489	synthetic
Entity649	mutated_in	Entity3460	C1006490	C1006491	synthetic
Entity649	expressed_in	Entity7780	C1006492	C1006493	synthetic
Entity649	precedes	Entity3083	C1006494	C1006495	synthetic
Entity649	has_phenotype	Entity6301	C1006496	C1006497	synthetic
Entity649	expressed_in	Entity6835	C1006498	C1006499	synthetic
Entity650	expressed_in	Entity4726	C1006500	C1006501	synthetic
Entity650	associated_with	Entity2200	C1006502	C1006503	synthetic
Entity650	associated_with	Entity1175	C1006504	C1006505	synthetic
Entity650	co_occurs_with	Entity2359	C1006506	C1006507	synthetic
Entity650	expressed_in	Entity7155	C1006508	C1006509	synthetic
Entity651	expressed_in	Entity1387	C1006510	C1006511	synthetic
Entity651	similar_to	Entity6813	C1006512	C1006513	synthetic
Entity651	derived_from	Entity9902	C1006514	C1006515	synthetic
Entity651	similar_to	Entity2945	C1006516	C1006517	synthetic
Entity651	derived_from	Entity8346	C1006518	C1006519	synthetic
Entity652	similar_to	Entity9044	C1006520	C1006521	synthetic
Entity652	has_phenotype	Entity6303	C1006522	C1006523	synthetic
Entity652	mutated_in	Entity3698	C1006524	C1006525	synthetic
Entity652	part_of	Entity6959	C1006526	C1006527	synthetic
Entity652	follows	Entity121	C1006528	C1006529	synthetic
Entity653	activates	Entity8161	C1006530	C1006531	synthetic
Entity653	binds_to	Entity8220	C1006532	C1006533	synthetic
Entity653	precedes	Entity6731	C1006534	C1006535	synthetic
Entity653	has_phenotype	Entity9442	C1006536	C1006537	synthetic
Entity653	causes	Entity548	C1006538	C1006539	synthetic
Entity654	co_occurs_with	Entity9308	C1006540	C1006541	synthetic
Entity654	interacts_with	Entity6038	C1006542	C1006543	synthetic
Entity654	co_occurs_with	Entity9507	C1006544	C1006545	synthetic
Entity654	expressed_in	Entity1311	C1006546	C1006547	synthetic
Entity654	binds_to	Entity8624	C1006548	C1006549	synthetic
Entity655	correlated_with	Entity7617	C1006550	C1006551	synthetic
Entity655	correlated_with	Entity1281	C1006552	C1006553	synthetic
Entity655	treats	Entity9995	C1006554	C1006555	synthetic
Entity655	co_occurs_with	Entity4017	C1006556	C1006557	synthetic
Entity655	precedes	Entity1279	C1006558	C1006559	synthetic
Entity656	regulates	Entity9496	C1006560	C1006561	synthetic
Entity656	belongs_to_pathway	Entity864	C1006562	C1006563	synthetic
Entity656	associated_with	Entity8765	C1006564	C1006565	synthetic
Entity656	similar_to	Entity7681	C1006566	C1006567	synthetic
Entity656	co_occurs_with	Entity8399	C1006568	C1006569	synthetic
Entity657	belongs_to_pathway	Entity9403	C1006570	C1006571	synthetic
Entity657	has_phenotype	Entity6897	C1006572	C1006573	synthetic
Entity657	regulates	Entity4827	C1006574	C1006575	synthetic
Entity657	causes	Entity2744	C1006576	C1006577	synthetic
Entity657	regulates	Entity9791	C1006578	C1006579	synthetic
Entity658	binds_to	Entity9235	C1006580	C1006581	synthetic
Entity658	co_occurs_with	Entity1006	C1006582	C1006583	synthetic
Entity658	mutated_in	Entity9472	C1006584	C1006585	synthetic
Entity658	causes	Entity9385	C1006586	C1006587	synthetic
Entity658	part_of	Entity4780	C1006588	C1006589	synthetic
Entity659	regulates	Entity447	C1006590	C1006591	synthetic
Entity659	treats	Entity7942	C1006592	C1006593	synthetic
Entity659	correlated_with	Entity2077	C1006594	C1006595	synthetic
Entity659	binds_to	Entity1259	C1006596	C1006597	synthetic
Entity659	expressed_in	Entity4129	C1006598	C1006599	synthetic
Entity660	binds_to	Entity4603	C1006600	C1006601	synthetic
Entity660	associated_with	Entity4209	C1006602	C1006603	synthetic
Entity660	part_of	Entity1827	C1006604	C1006605	synthetic
Entity660	follows	Entity2860	C1006606	C1006607	synthetic
Entity660	similar_to	Entity2476	C1006608	C1006609	synthetic
Entity661	mutated_in	Entity6058	C1006610	C1006611	synthetic
Entity661	activates	Entity4280	C1006612	C1006613	synthetic
Entity661	mutated_in	Entity7944	C1006614	C1006615	synthetic
Entity661	causes	Entity8640	C1006616	C1006617	synthetic
Entity661	treats	Entity5617	C1006618	C1006619	synthetic
Entity662	part_of	Entity2376	C1006620	C1006621	synthetic
Entity662	co_occurs_with	Entity2525	C1006622	C1006623	synthetic
Entity662	located_in	Entity6765	C1006624	C1006625	synthetic
Entity662	similar_to	Entity3898	C1006626	C1006627	synthetic
Entity662	inhibits	Entity2740	C1006628	C1006629	synthetic
Entity663	has_phenotype	Entity9465	C1006630	C1006631	synthetic
Entity663	binds_to	Entity890	C1006632	C1006633	synthetic
Entity663	causes	Entity1900	C1006634	C1006635	synthetic
Entity663	similar_to	Entity2745	C1006636	C1006637	synthetic
Entity663	co_occurs_with	Entity6533	C1006638	C1006639	synthetic
Entity664	co_occurs_with	Entity4937	C1006640	C1006641	synthetic
Entity664	activates	Entity8724	C1006642	C1006643	synthetic
Entity664	located_in	Entity6222	C1006644	C1006645	synthetic
Entity664	binds_to	Entity7775	C1006646	C1006647	synthetic
Entity664	correlated_with	Entity2378	C1006648	C1006649	synthetic
Entity665	associated_with	Entity7122	C1006650	C1006651	synthetic
Entity665	similar_to	Entity4731	C1006652	C1006653	synthetic
Entity665	belongs_to_pathway	Entity6258	C1006654	C1006655	synthetic
Entity665	causes	Entity8687	C1006656	C1006657	synthetic
Entity665	precedes	Entity1595	C1006658	C1006659	synthetic
Entity666	derived_from	Entity5797	C1006660	C1006661	synthetic
Entity666	belongs_to_pathway	Entity4466	C1006662	C1006663	synthetic
Entity666	binds_to	Entity4429	C1006664	C1006665	synthetic
Entity666	binds_to	Entity1610	C1006666	C1006667	synthetic
Entity666	located_in	Entity9571	C1006668	C1006669	synthetic
Entity667	activates	Entity7554	C1006670	C1006671	synthetic
Entity667	inhibits	Entity9645	C1006672	C1006673	synthetic
Entity667	belongs_to_pathway	Entity8518	C1006674	C1006675	synthetic
Entity667	belongs_to_pathway	Entity2947	C1006676	C1006677	synthetic
Entity667	associated_with	Entity8972	C1006678	C1006679	synthetic
Entity668	treats	Entity138	C1006680	C1006681	synthetic
Entity668	derived_from	Entity195	C1006682	C1006683	synthetic
Entity668	correlated_with	Entity1600	C1006684	C1006685	synthetic
Entity668	similar_to	Entity1702	C1006686	C1006687	synthetic
Entity668	activates	Entity5759	C1006688	C1006689	synthetic
Entity669	binds_to	Entity4641	C1006690	C1006691	synthetic
Entity669	causes	Entity3163	C1006692	C1006693	synthetic
Entity669	part_of	Entity388	C1006694	C1006695	synthetic
Entity669	causes	Entity1506	C1006696	C1006697	synthetic
Entity669	inhibits	Entity9734	C1006698	C1006699	synthetic
Entity670	interacts_with	Entity9820	C1006700	C1006701	synthetic
Entity670	treats	Entity1965	C1006702	C1006703	synthetic
Entity670	expressed_in	Entity9907	C1006704	C1006705	synthetic
Entity670	follows	Entity6159	C1006706	C1006707	synthetic
Entity670	interacts_with	Entity3027	C1006708	C1006709	synthetic
Entity671	binds_to	Entity3018	C1006710	C1006711	synthetic
Entity671	similar_to	Entity4826	C1006712	C1006713	synthetic
Entity671	similar_to	Entity1240	C1006714	C1006715	synthetic
Entity671	derived_from	Entity4528	C1006716	C1006717	synthetic
Entity671	binds_to	Entity5298	C1006718	C1006719	synthetic
Entity672	treats	Entity2653	C1006720	C1006721	synthetic
Entity672	causes	Entity4543	C1006722	C1006723	synthetic
Entity672	located_in	Entity6271	C1006724	C1006725	synthetic
Entity672	causes	Entity5450	C1006726	C1006727	synthetic
Entity672	binds_to	Entity4230	C1006728	C1006729	synthetic
Entity673	similar_to	Entity2915	C1006730	C1006731	synthetic
Entity673	co_occurs_with	Entity1137	C1006732	C1006733	synthetic
Entity673	part_of	Entity3287	C1006734	C1006735	synthetic
Entity673	mutated_in	Entity6432	C1006736	C1006737	synthetic
Entity673	interacts_with	Entity8061	C1006738	C1006739	synthetic
Entity674	precedes	Entity2357	C1006740	C1006741	synthetic
Entity674	inhibits	Entity7065	C1006742	C1006743	synthetic
Entity674	similar_to	Entity1740	C1006744	C1006745	synthetic
Entity674	interacts_with	Entity4243	C1006746	C1006747	synthetic
Entity674	treats	Entity571	C1006748	C1006749	synthetic
Entity675	follows	Entity1153	C1006750	C1006751	synthetic
Entity675	similar_to	Entity4105	C1006752	C1006753	synthetic
Entity675	co_occurs_with	Entity307	C1006754	C1006755	synthetic
Entity675	associated_with	Entity2438	C1006756	C1006757	synthetic
Entity675	located_in	Entity619	C1006758	C1006759	synthetic
Entity676	expressed_in	Entity4365	C1006760	C1006761	synthetic
Entity676	located_in	Entity5403	C1006762	C1006763	synthetic
Entity676	associated_with	Entity9414	C1006764	C1006765	synthetic
Entity676	co_occurs_with	Entity8444	C1006766	C1006767	synthetic
Entity676	derived_from	Entity7833	C1006768	C1006769	synthetic
Entity677	treats	Entity6617	C1006770	C1006771	synthetic
Entity677	activates	Entity8849	C1006772	C1006773	synthetic
Entity677	located_in	Entity54	C1006774	C1006775	synthetic
Entity677	interacts_with	Entity7898	C1006776	C1006777	synthetic
Entity677	precedes	Entity9293	C1006778	C1006779	synthetic
Entity678	belongs_to_pathway	Entity5880	C1006780	C1006781	synthetic
Entity678	located_in	Entity4961	C1006782	C1006783	synthetic
Entity678	treats	Entity904	C1006784	C1006785	synthetic
Entity678	precedes	Entity5985	C1006786	C1006787	synthetic
Entity678	treats	Entity5571	C1006788	C1006789	synthetic
Entity679	regulates	Entity7530	C1006790	C1006791	synthetic
Entity679	mutated_in	Entity3327	C1006792	C1006793	synthetic
Entity679	causes	Entity9084	C1006794	C1006795	synthetic
Entity679	inhibits	Entity6294	C1006796	C1006797	synthetic
Entity679	located_in	Entity4896	C1006798	C1006799	synthetic
Entity680	has_phenotype	Entity1749	C1006800	C1006801	synthetic
Entity680	treats	Entity7970	C1006802	C1006803	synthetic
Entity680	inhibits	Entity7175	C1006804	C1006805	synthetic
Entity680	causes	Entity2292	C1006806	C1006807	synthetic
Entity680	associated_with	Entity3163	C1006808	C1006809	synthetic
Entity681	activates	Entity9714	C1006810	C1006811	synthetic
Entity681	located_in	Entity8015	C1006812	C1006813	synthetic
Entity681	precedes	Entity1032	C1006814	C1006815	synthetic
Entity681	co_occurs_with	Entity5041	C1006816	C1006817	synthetic
Entity681	similar_to	Entity8748	C1006818	C1006819	synthetic
Entity682	causes	Entity268	C1006820	C1006821	synthetic
Entity682	causes	Entity5558	C1006822	C1006823	synthetic
Entity682	causes	Entity5533	C1006824	C1006825	synthetic
Entity682	interacts_with	Entity6643	C1006826	C1006827	synthetic
Entity682	correlated_with	Entity3468	C1006828	C1006829	synthetic
